name,cell,image,stem,Adams filtration,weight,Adams-Novikov filtration,h1target,h2target,h3target,theta2,theta3,theta4,theta5
v2^10v4^1[3-3],B,v2^10v4^1[3-3],109,14,56,3,v2^10v3^2[4-2]+v1^3v2^11[4-5],v1^1v2^10v3^2[4-2],v1^3v2^13[4-3]+v1^56[4-0],v2^14[4-3]+v2^11v3^2[4-2]+v1^3v2^13[4-3]+v1^6v2^11[4-5]+v1^56[4-0],,,
v1^2v2^11v4^1[3-1],B,v1^2v2^11v4^1[3-1],109,17,56,3,v1^3v2^11[4-5],,v1^3v2^13[4-3]+v1^56[4-0],,,,
v1^2v2^12v3^1[3-3],T,v1^2v2^12[4-3],109,17,56,3,v1^50v2^1[4-0],,,,,,
v1^50v2^1[3-0],B,v1^50v2^1[3-0],109,54,56,3,v1^50v2^1[4-0],,,,,,
v1^53[3-0],T,v1^52[4-0],109,55,56,3,v1^53[4-0],,v1^53v2^1[4-0]+v1^56[4-0],,,,
v1^1[5-29],T,[6-28],109,5,57,5,v1^1[6-28]+v1^49v2^1[6-0]+v1^52[6-0],,v1^1v2^8[6-10]+v1^1v2^10v3^2[6-1]+v1^4v2^9v3^2[6-1]+v1^55[6-0]+v1^52v2^1[6-0],,,,
v2^1[5-28],B,v2^1[5-28],109,6,57,5,v2^2[6-23]+v2^4[6-18]+v1^1v2^9v3^2[6-1]+v1^52[6-0],,,v2^5[6-18],,,
v2^5[5-17],B,v2^5[5-17],109,10,57,5,v1^1v2^9v3^1[6-6]+v1^1v2^9v3^2[6-1]+v1^52[6-0],,v1^52v2^1[6-0],,,,
v1^1v2^5v3^3[5-4],T,v2^7[6-10],109,12,57,5,v1^1v2^7[6-10]+v1^4v2^10v3^1[6-2]+v1^49v2^1[6-0]+v1^1v2^9v3^2[6-1]+v1^52[6-0],,v1^4v2^9v3^2[6-1],v1^1v2^8[6-10]+v1^1v2^10v3^2[6-1]+v1^55[6-0]+v1^52v2^1[6-0],,,
v2^9v3^1[5-7],B,v2^9v3^1[5-7],109,15,57,5,v1^1v2^9v3^1[6-6]+v1^1v2^9v3^2[6-1]+v1^52[6-0],,v1^52v2^1[6-0],,,,
v1^1v2^5v4^1[5-9],T,v2^9v3^1[6-6],109,15,57,5,v1^4v2^10v3^1[6-2]+v1^1v2^9v3^1[6-6],,v1^4v2^9v3^2[6-1],,,,
v1^3v2^11v3^1[5-1],T,v1^3v2^10v3^1[6-2],109,19,57,5,v1^4v2^10v3^1[6-2]+v1^52[6-0],,v1^4v2^9v3^2[6-1]+v1^52v2^1[6-0],,,,
v1^49v2^1[5-0],T,v1^48v2^1[6-0],109,54,57,5,v1^49v2^1[6-0]+v1^52[6-0],,,,,,
v1^52[5-0],B,v1^52[5-0],109,57,57,5,v1^52[6-0],,v1^52v2^1[6-0],,,,
[7-24],B,[7-24],109,7,58,7,v1^5v2^7[8-5],,,,,,
v2^1[7-22],B,v2^1[7-22],109,8,58,7,v2^1[8-23]+v1^5v2^7[8-5]+v1^48v2^1[8-0],v1^1v3^2[8-15]+v1^52[8-0],,,,,
v3^5[7-3],T,v1^1v2^1[8-20],109,9,58,7,v1^48v2^1[8-0],,,,,,
v2^6v3^1v4^1[7-1],T,v1^1v2^6v3^2[8-2],109,16,58,7,v1^2v2^9[8-3]+v1^51[8-0]+v1^48v2^1[8-0],v2^10[8-3]+v2^7v3^2[8-2]+v1^3v2^9[8-3]+v1^6v2^7[8-5],,,,,
v1^1v2^9v3^1[7-3],T,v1^1v2^9[8-3],109,17,58,7,v1^2v2^9[8-3]+v1^51[8-0],,,,,,
v1^4v2^8[7-5],B,v1^4v2^8[7-5],109,19,58,7,v1^5v2^7[8-5],,,,,,
v1^1v2^13[7-1],B,v1^1v2^13[7-1],109,21,58,7,,,,,,,
v1^48v2^1[7-0],B,v1^48v2^1[7-0],109,56,58,7,v1^48v2^1[8-0],,,,,,
v1^51[7-0],T,v1^50[8-0],109,57,58,7,v1^51[8-0],,,,,,
v4^1[9-15],B,v4^1[9-15],109,10,59,9,v2^2[10-15]+v2^5v3^1[10-7]+v1^3v2^5v3^2[10-1],v1^2v2^2v4^1[10-7],,,,,
v2^2v3^3[9-4],T,v2^2v4^1[10-7],109,12,59,9,v1^1v2^2v4^1[10-7]+v1^6v2^6v3^1[10-2]+v1^3v2^5v3^2[10-1]+v1^50[10-0],v1^1v2^3[10-14]+v1^1v2^6v3^2[10-1]+v1^51[10-0]+v1^1v2^8v3^1[10-2]+v1^2v2^2v4^1[10-7],,,,,
v2^4v4^1[9-4],B,v2^4v4^1[9-4],109,14,59,9,v2^5v3^1[10-7]+v2^6v3^2[10-1]+v1^3v2^5v3^2[10-1]+v1^50[10-0],,,,,,
v1^2v2^5v3^1[9-7],B,v1^2v2^5v3^1[9-7],109,17,59,9,v1^3v2^5v3^2[10-1],,,,,,
v1^5v2^7v3^1[9-1],T,v1^5v2^6v3^1[10-2],109,21,59,9,v1^6v2^6v3^1[10-2]+v1^50[10-0],,,,,,
v1^47v2^1[9-0],T,v1^46v2^1[10-0],109,56,59,9,v1^47v2^1[10-0]+v1^50[10-0],,,,,,
v1^50[9-0],B,v1^50[9-0],109,59,59,9,v1^50[10-0],,,,,,
[11-13],B,[11-13],109,11,60,11,v1^1v2^1[12-13]+v1^46v2^1[12-0],,,,,,
v2^1[11-12],T,[12-14],109,11,60,11,v1^49[12-0]+v1^1v2^1[12-13],,,,,,
v2^2[11-11],B,v2^2[11-11],109,13,60,11,v1^1v2^1[12-13]+v1^46v2^1[12-0],,,,,,
v2^6v3^1[11-3],T,v2^2[12-11],109,13,60,11,v1^1v2^2[12-11]+v1^2v3^1v4^1[12-2]+v1^6v2^3[12-6]+v1^46v2^1[12-0],,,,,,
v1^1v3^2v4^1[11-1],T,v1^1v3^1v4^1[12-2],109,14,60,11,v1^2v3^1v4^1[12-2]+v1^4v2^5[12-3]+v1^49[12-0]+v1^2v3^2[12-5]+v1^6v2^3[12-6],,,,,,
v2^5[11-7],B,v2^5[11-7],109,16,60,11,v1^2v3^2[12-5]+v1^6v2^3[12-6]+v1^46v2^1[12-0],,,,,,
v2^4v3^2[11-2],B,v2^4v3^2[11-2],109,17,60,11,v1^6v2^3[12-6],,,,,,
v1^3v2^5v3^1[11-3],T,v1^3v2^5[12-3],109,19,60,11,v1^4v2^5[12-3]+v1^6v2^3[12-6]+v1^46v2^1[12-0],,,,,,
v1^6v2^2v3^2[11-2],B,v1^6v2^2v3^2[11-2],109,21,60,11,v1^6v2^3[12-6]+v1^46v2^1[12-0],,,,,,
v1^46v2^1[11-0],B,v1^46v2^1[11-0],109,58,60,11,v1^46v2^1[12-0],,,,,,
v1^49[11-0],T,v1^48[12-0],109,59,60,11,v1^49[12-0],,,,,,
v1^1[13-15],T,[14-11],109,13,61,13,,,,,,,
v3^3[13-2],T,v4^1[14-5],109,14,61,13,,,,,,,
v1^1v3^1[13-11],B,v1^1v3^1[13-11],109,15,61,13,,,,,,,
v1^1v2^1v3^1[13-9],T,v1^1v3^1[14-8],109,15,61,13,,,,,,,
v1^2v4^1[13-4],B,v1^2v4^1[13-4],109,16,61,13,,,,,,,
v1^4v2^1v3^1[13-7],B,v1^4v2^1v3^1[13-7],109,19,61,13,,,,,,,
v1^45v2^1[13-0],T,v1^44v2^1[14-0],109,58,61,13,,,,,,,
v1^48[13-0],B,v1^48[13-0],109,61,61,13,,,,,,,
v1^55[0-0],T,v1^54[1-0],110,54,55,0,v1^55[1-0],,v1^55v2^1[1-0],,,,
v2^8v3^4[2-1],T,v2^10v4^1[3-3],110,13,56,2,v1^1v2^10v4^1[3-3]+v1^3v2^11v4^1[3-1]+v1^51v2^1[3-0]+v2^18[3-0]+v1^54[3-0],v2^9v3^4[3-0]+v1^1v2^13v3^1[3-3]+v1^55[3-0],v1^54v2^1[3-0],v2^19[3-0]+v1^1v2^2v3^6[3-3]+v1^6v2^11v4^1[3-1],,,
v1^2v2^14v3^1[2-2],T,v1^2v2^11v4^1[3-1],110,16,56,2,v1^3v2^11v4^1[3-1]+v1^54[3-0],,v1^3v2^13v3^1[3-3]+v1^57[3-0]+v1^54v2^1[3-0],,,,
v1^2v2^12v3^2[2-1],B,v1^2v2^12v3^2[2-1],110,18,56,2,,,,,,,
v2^18[2-0],B,v2^18[2-0],110,20,56,2,v2^18[3-0],v1^1v2^18[3-0],,v2^19[3-0]+v1^54v2^1[3-0],,,
v1^51v2^1[2-0],T,v1^50v2^1[3-0],110,53,56,2,v1^51v2^1[3-0]+v1^54[3-0],,v1^54v2^1[3-0],,,,
v1^54[2-0],B,v1^54[2-0],110,56,56,2,v1^54[3-0],,v1^54v2^1[3-0],,,,
v1^1v3^3[4-12],T,v2^1[5-28],110,5,57,4,v1^1v2^1[5-28]+v1^4v2^11v3^1[5-1]+v1^50v2^1[5-0],,v1^53v2^1[5-0],v1^1v2^2[5-28]+v1^53v2^1[5-0],,,
v1^1v2^3v3^3[4-9],T,v2^5[5-17],110,9,57,4,v1^53[5-0],,v1^53v2^1[5-0],,,,
v2^13[4-3],T,v2^9v3^1[5-7],110,14,57,4,v1^1v2^9v3^1[5-7]+v1^53[5-0],,,,,,
v2^10v3^2[4-2],B,v2^10v3^2[4-2],110,16,57,4,,,,,,,
v1^3v2^11[4-5],B,v1^3v2^11[4-5],110,18,57,4,v1^4v2^11v3^1[5-1]+v1^50v2^1[5-0],,v1^4v2^9v3^1[5-7]+v1^56[5-0],,,,
v1^50v2^1[4-0],B,v1^50v2^1[4-0],110,55,57,4,v1^50v2^1[5-0],,,,,,
v1^53[4-0],T,v1^52[5-0],110,56,57,4,v1^53[5-0],,v1^53v2^1[5-0],,,,
[6-29],B,[6-29],110,6,58,6,v1^52[7-0],,,,,,
v1^1[6-28],T,[7-24],110,6,58,6,v1^5v2^8[7-5]+v1^49v2^1[7-0],,,,,,
v2^2[6-23],B,v2^2[6-23],110,8,58,6,v1^2v2^9v3^1[7-3]+v1^52[7-0],,,,,,
v2^4[6-18],B,v2^4[6-18],110,10,58,6,,,,,,,
v1^1v2^9v3^1[6-6],B,v1^1v2^9v3^1[6-6],110,17,58,6,,,,,,,
v1^1v2^9v3^2[6-1],B,v1^1v2^9v3^2[6-1],110,18,58,6,v1^2v2^9v3^1[7-3],,,,,,
v1^4v2^10v3^1[6-2],T,v1^4v2^8[7-5],110,18,58,6,v1^5v2^8[7-5],,,,,,
v2^14[6-1],T,v1^1v2^13[7-1],110,20,58,6,v1^5v2^8[7-5],v2^14[7-1]+v1^6v2^8[7-5]+v1^50v2^1[7-0],,,,,
v1^49v2^1[6-0],T,v1^48v2^1[7-0],110,55,58,6,v1^49v2^1[7-0]+v1^52[7-0],,,,,,
v1^52[6-0],B,v1^52[6-0],110,58,58,6,v1^52[7-0],,,,,,
[8-24],B,[8-24],110,8,59,8,v1^48v2^1[9-0],,,,,,
v2^1[8-23],B,v2^1[8-23],110,9,59,8,v2^2[9-20]+v2^3[9-19]+v1^48v2^1[9-0],,,,,,
v2^1v3^2[8-13],T,v4^1[9-15],110,9,59,8,v1^1v4^1[9-15]+v1^51[9-0]+v1^1v2^2v3^3[9-4],v1^2v2^2v3^3[9-4]+v1^49v2^1[9-0]+v1^4v2^5v3^1[9-7]+v1^52[9-0],,,,,
v3^2[8-15],B,v3^2[8-15],110,10,59,8,v1^1v2^2v3^3[9-4],v1^1v2^1[9-21]+v1^4v2^5v3^1[9-7],,,,,
v2^4v3^1v4^1[8-2],T,v2^4v4^1[9-4],110,13,59,8,v1^1v2^4v4^1[9-4]+v1^51[9-0]+v1^48v2^1[9-0],,,,,,
v2^4v3^2[8-5],B,v2^4v3^2[8-5],110,14,59,8,v1^1v2^2v3^3[9-4]+v1^48v2^1[9-0],,,,,,
v1^2v2^9[8-3],T,v1^2v2^5v3^1[9-7],110,16,59,8,v1^3v2^5v3^1[9-7]+v1^51[9-0]+v1^48v2^1[9-0],,,,,,
v1^5v2^7[8-5],B,v1^5v2^7[8-5],110,20,59,8,,,,,,,
v1^48v2^1[8-0],B,v1^48v2^1[8-0],110,57,59,8,v1^48v2^1[9-0],,,,,,
v1^51[8-0],T,v1^50[9-0],110,58,59,8,v1^51[9-0],,,,,,
[10-17],B,[10-17],110,10,60,10,v1^4v2^5v3^1[11-3]+v1^50[11-0],,,,,,
v2^1[10-16],T,[11-13],110,10,60,10,v1^2v3^2v4^1[11-1]+v1^47v2^1[11-0]+v2^3[11-10]+v1^1v2^5[11-7]+v1^1v2^6v3^1[11-3]+v1^4v2^5v3^1[11-3]+v1^50[11-0],,,,,,
v2^2[10-15],B,v2^2[10-15],110,12,60,10,v1^1v2^5[11-7]+v1^1v2^6v3^1[11-3]+v1^4v2^5v3^1[11-3]+v1^50[11-0],,,,,,
v2^8v3^1[10-2],T,v2^2[11-11],110,12,60,10,v1^1v2^2[11-11]+v1^7v2^2v3^2[11-2]+v1^47v2^1[11-0]+v1^1v2^5[11-7]+v1^1v2^6v3^1[11-3],,,,,,
v2^3[10-14],B,v2^3[10-14],110,13,60,10,v2^3[11-10],,,,,,
v2^5v3^1[10-7],B,v2^5v3^1[10-7],110,16,60,10,v1^1v2^5[11-7]+v1^1v2^6v3^1[11-3]+v1^4v2^5v3^1[11-3],,,,,,
v1^1v2^2v4^1[10-7],T,v2^4v3^2[11-2],110,16,60,10,v1^2v3^2v4^1[11-1]+v1^47v2^1[11-0]+v1^1v2^5[11-7]+v1^4v2^5v3^1[11-3],,,,,,
v2^6v3^2[10-1],B,v2^6v3^2[10-1],110,18,60,10,v1^1v2^6v3^1[11-3]+v1^4v2^5v3^1[11-3],,,,,,
v1^3v2^5v3^2[10-1],B,v1^3v2^5v3^2[10-1],110,20,60,10,v1^4v2^5v3^1[11-3],,,,,,
v1^6v2^6v3^1[10-2],T,v1^6v2^2v3^2[11-2],110,20,60,10,v1^7v2^2v3^2[11-2]+v1^47v2^1[11-0],,,,,,
v1^47v2^1[10-0],T,v1^46v2^1[11-0],110,57,60,10,v1^47v2^1[11-0]+v1^50[11-0],,,,,,
v1^50[10-0],B,v1^50[10-0],110,60,60,10,v1^50[11-0],,,,,,
v1^1v2^1[12-13],B,v1^1v2^1[12-13],110,14,61,12,,,,,,,
v1^1v2^2[12-11],T,v1^1v3^1[13-11],110,14,61,12,,,,,,,
v1^2v3^1v4^1[12-2],T,v1^2v4^1[13-4],110,15,61,12,,,,,,,
v1^2v3^2[12-5],B,v1^2v3^2[12-5],110,16,61,12,,,,,,,
v1^4v2^5[12-3],T,v1^4v2^1v3^1[13-7],110,18,61,12,,,,,,,
v1^6v2^3[12-6],B,v1^6v2^3[12-6],110,21,61,12,,,,,,,
v1^46v2^1[12-0],B,v1^46v2^1[12-0],110,59,61,12,,,,,,,
v1^49[12-0],T,v1^48[13-0],110,60,61,12,,,,,,,
v1^2v2^15v3^1[1-1],T,v1^2v2^12v3^2[2-1],111,17,56,1,v1^3v2^14v3^1[2-2]+v1^52v2^1[2-0],,v1^3v2^13v3^2[2-1]+v1^58[2-0],,,,
v2^18[1-1],T,v2^18[2-0],111,19,56,1,v1^1v2^18[2-0]+v1^55[2-0]+v1^52v2^1[2-0],v2^18[2-1],v1^55v2^1[2-0]+v1^58[2-0],v1^6v2^14v3^1[2-2]+v1^58[2-0],,,
v1^52v2^1[1-0],B,v1^52v2^1[1-0],111,54,56,1,v1^52v2^1[2-0],,,,,,
v1^55[1-0],T,v1^54[2-0],111,55,56,1,v1^55[2-0],,v1^55v2^1[2-0]+v1^58[2-0],,,,
v1^1v2^10v4^1[3-3],T,v2^10v3^2[4-2],111,15,57,3,v1^4v2^11[4-5]+v1^1v2^10v3^2[4-2],,v1^4v2^13[4-3]+v1^54v2^1[4-0],,,,
v2^13v3^1[3-3],B,v2^13v3^1[3-3],111,17,57,3,v1^1v2^13[4-3],,v1^54v2^1[4-0],v1^7v2^11[4-5]+v1^54v2^1[4-0],,,
v1^3v2^11v4^1[3-1],T,v1^3v2^11[4-5],111,17,57,3,v1^4v2^11[4-5]+v1^51v2^1[4-0]+v1^54[4-0],,v1^4v2^13[4-3]+v1^54v2^1[4-0],,,,
v2^18[3-0],B,v2^18[3-0],111,21,57,3,,,,v1^7v2^11[4-5]+v1^54v2^1[4-0],,,
v1^51v2^1[3-0],T,v1^50v2^1[4-0],111,54,57,3,v1^51v2^1[4-0]+v1^54[4-0],,,,,,
v1^54[3-0],B,v1^54[3-0],111,57,57,3,v1^54[4-0],,v1^54v2^1[4-0],,,,
[5-31],T,[6-29],111,5,58,5,v1^53[6-0]+v1^50v2^1[6-0],,,,,,
v1^1v2^1[5-28],T,v2^2[6-23],111,7,58,5,v1^53[6-0]+v1^5v2^10v3^1[6-2]+v1^50v2^1[6-0],,,,,,
v2^2v3^1[5-20],B,v2^2v3^1[5-20],111,8,58,5,,v2^3[6-22]+v2^8[6-10]+v2^10v3^2[6-1],,,,,
v2^2v3^2v4^1[5-7],T,v2^4[6-18],111,9,58,5,v2^7[6-12]+v1^50v2^1[6-0],v1^1v2^7[6-12]+v1^3v2^9v3^2[6-1],,,,,
v1^1v2^9v3^1[5-7],T,v1^1v2^9v3^1[6-6],111,16,58,5,v1^2v2^9v3^2[6-1]+v1^53[6-0]+v1^5v2^10v3^1[6-2],,,,,,
v2^8v3^2[5-4],T,v1^1v2^9v3^2[6-1],111,17,58,5,v1^2v2^9v3^2[6-1]+v1^53[6-0]+v1^5v2^10v3^1[6-2]+v1^50v2^1[6-0],v2^10v3^1[6-6]+v1^3v2^9v3^2[6-1],,,,,
v1^4v2^11v3^1[5-1],B,v1^4v2^11v3^1[5-1],111,21,58,5,v1^5v2^10v3^1[6-2],,,,,,
v1^50v2^1[5-0],B,v1^50v2^1[5-0],111,56,58,5,v1^50v2^1[6-0],,,,,,
v1^53[5-0],T,v1^52[6-0],111,57,58,5,v1^53[6-0],,,,,,
v4^1[7-13],T,[8-24],111,7,59,7,v1^3v2^9[8-3]+v1^6v2^7[8-5]+v1^52[8-0],v1^1v2^1v3^1[8-19]+v1^53[8-0]+v2^2[8-22]+v1^1v2^9[8-5]+v1^7v2^7[8-5],,,,,
v1^1v2^1[7-22],T,v2^1[8-23],111,8,59,7,v1^1v2^1[8-23]+v1^49v2^1[8-0]+v1^6v2^7[8-5]+v1^52[8-0],,,,,,
v2^1v3^1[7-18],B,v2^1v3^1[7-18],111,9,59,7,v2^1v3^1[8-19]+v1^3v2^9[8-3],v2^2[8-21],,,,,
v2^1v3^2[7-12],T,v3^2[8-15],111,9,59,7,v1^1v2^4v3^2[8-5]+v1^49v2^1[8-0]+v1^1v3^2[8-15],v1^1v2^1v3^1[8-19]+v1^53[8-0]+v1^7v2^7[8-5]+v1^50v2^1[8-0],,,,,
v2^2[7-20],B,v2^2[7-20],111,9,59,7,v1^3v2^9[8-3]+v1^6v2^7[8-5]+v1^52[8-0],v2^2[8-22]+v1^1v2^9[8-5]+v1^50v2^1[8-0],,,,,
v2^4v3^2[7-6],B,v2^4v3^2[7-6],111,13,59,7,v1^3v2^9[8-3]+v1^6v2^7[8-5],,,,,,
v2^4v3^2v4^1[7-1],T,v2^4v3^2[8-5],111,13,59,7,v1^1v2^4v3^2[8-5]+v1^3v2^9[8-3]+v1^6v2^7[8-5]+v1^52[8-0],,,,,,
v1^2v2^9v3^1[7-3],B,v1^2v2^9v3^1[7-3],111,19,59,7,v1^3v2^9[8-3]+v1^6v2^7[8-5]+v1^52[8-0],,,,,,
v1^5v2^8[7-5],T,v1^5v2^7[8-5],111,19,59,7,v1^6v2^7[8-5],,,,,,
v1^49v2^1[7-0],T,v1^48v2^1[8-0],111,56,59,7,v1^49v2^1[8-0]+v1^52[8-0],,,,,,
v1^52[7-0],B,v1^52[7-0],111,59,59,7,v1^52[8-0],,,,,,
[9-23],T,[10-17],111,9,60,9,v1^1v2^3[10-14]+v1^1v2^5v3^1[10-7]+v1^51[10-0]+v1^1v2^8v3^1[10-2]+v1^2v2^2v4^1[10-7]+v1^48v2^1[10-0],,,,,,
v2^1[9-21],B,v2^1[9-21],111,10,60,9,v1^48v2^1[10-0],,,,,,
v2^2[9-20],B,v2^2[9-20],111,11,60,9,v1^1v2^8v3^1[10-2],,,,,,
v1^1v4^1[9-15],T,v2^2[10-15],111,11,60,9,v1^4v2^5v3^2[10-1],,,,,,
v2^3[9-19],B,v2^3[9-19],111,12,60,9,v1^1v2^8v3^1[10-2]+v1^48v2^1[10-0],,,,,,
v2^6v3^1[9-7],T,v2^3[10-14],111,12,60,9,v1^1v2^3[10-14]+v1^1v2^5v3^1[10-7]+v1^1v2^6v3^2[10-1]+v1^51[10-0]+v1^1v2^8v3^1[10-2]+v1^2v2^2v4^1[10-7],,,,,,
v2^4[9-18],B,v2^4[9-18],111,13,60,9,v1^2v2^2v4^1[10-7]+v1^48v2^1[10-0],,,,,,
v1^1v2^2v3^3[9-4],B,v1^1v2^2v3^3[9-4],111,15,60,9,v1^2v2^2v4^1[10-7],,,,,,
v1^1v2^4v4^1[9-4],T,v2^5v3^1[10-7],111,15,60,9,v1^1v2^5v3^1[10-7]+v1^1v2^6v3^2[10-1]+v1^4v2^5v3^2[10-1]+v1^1v2^8v3^1[10-2],,,,,,
v2^9v3^1[9-1],T,v2^6v3^2[10-1],111,17,60,9,v1^1v2^6v3^2[10-1]+v1^2v2^2v4^1[10-7],,,,,,
v1^3v2^5v3^1[9-7],T,v1^3v2^5v3^2[10-1],111,19,60,9,v1^4v2^5v3^2[10-1]+v1^51[10-0]+v1^48v2^1[10-0],,,,,,
v1^48v2^1[9-0],B,v1^48v2^1[9-0],111,58,60,9,v1^48v2^1[10-0],,,,,,
v1^51[9-0],T,v1^50[10-0],111,59,60,9,v1^51[10-0],,,,,,
v1^1v2^2[11-11],T,v1^1v2^1[12-13],111,13,61,11,,,,,,,
v2^3[11-10],B,v2^3[11-10],111,14,61,11,,,,,,,
v1^2v3^2v4^1[11-1],T,v1^2v3^2[12-5],111,15,61,11,,,,,,,
v1^1v2^5[11-7],B,v1^1v2^5[11-7],111,17,61,11,,,,,,,
v1^1v2^6v3^1[11-3],B,v1^1v2^6v3^1[11-3],111,19,61,11,,,,,,,
v1^7v2^2v3^2[11-2],T,v1^6v2^3[12-6],111,20,61,11,,,,,,,
v1^4v2^5v3^1[11-3],B,v1^4v2^5v3^1[11-3],111,21,61,11,,,,,,,
v1^47v2^1[11-0],T,v1^46v2^1[12-0],111,58,61,11,,,,,,,
v1^50[11-0],B,v1^50[11-0],111,61,61,11,,,,,,,
v2^13v3^2[2-1],T,v2^13v3^1[3-3],112,16,57,2,v1^1v2^13v3^1[3-3]+v1^55[3-0]+v1^52v2^1[3-0],,,v1^7v2^11v4^1[3-1],,,
v1^1v2^18[2-0],T,v2^18[3-0],112,20,57,2,v1^1v2^18[3-0],,,v1^7v2^11v4^1[3-1],,,
v1^3v2^14v3^1[2-2],B,v1^3v2^14v3^1[2-2],112,20,57,2,v1^4v2^11v4^1[3-1],,v1^4v2^13v3^1[3-3]+v1^58[3-0],,,,
v1^52v2^1[2-0],B,v1^52v2^1[2-0],112,55,57,2,v1^52v2^1[3-0],,,,,,
v1^55[2-0],T,v1^54[3-0],112,56,57,2,v1^55[3-0],,v1^55v2^1[3-0],,,,
v1^1v2^10v3^2[4-2],B,v1^1v2^10v3^2[4-2],112,17,58,4,,,,,,,
v1^1v2^13[4-3],B,v1^1v2^13[4-3],112,18,58,4,v1^2v2^9v3^1[5-7],,,,,,
v1^4v2^11[4-5],T,v1^4v2^11v3^1[5-1],112,20,58,4,v1^5v2^11v3^1[5-1]+v1^51v2^1[5-0],,,,,,
v1^51v2^1[4-0],T,v1^50v2^1[5-0],112,55,58,4,v1^51v2^1[5-0]+v1^54[5-0],,,,,,
v1^54[4-0],B,v1^54[4-0],112,58,58,4,v1^54[5-0],,,,,,
v4^2[6-8],B,v4^2[6-8],112,8,59,6,v1^50v2^1[7-0],,,,,,
v2^2v5^1[6-5],T,v2^2[7-20],112,8,59,6,v1^3v2^9v3^1[7-3]+v1^1v2^2[7-20]+v1^6v2^8[7-5]+v1^50v2^1[7-0],v2^2v5^1[7-4]+v2^4v5^1[7-1]+v1^1v2^10[7-5]+v1^7v2^8[7-5]+v1^1v2^10v3^1[7-3]+v1^54[7-0],,,,,
v2^2v3^1[6-18],T,v2^1v3^1[7-18],112,8,59,6,v1^1v2^1v3^1[7-18]+v1^53[7-0],v2^2v3^1[7-17]+v1^7v2^8[7-5]+v1^51v2^1[7-0]+v1^1v3^3v4^1[7-4]+v1^1v2^10v3^1[7-3]+v1^54[7-0],,,,,
v2^5v4^1[6-8],T,v2^4v3^2[7-6],112,12,59,6,v1^3v2^9v3^1[7-3],v1^1v3^3v4^1[7-4]+v1^1v2^10v3^1[7-3]+v1^4v2^9v3^1[7-3]+v1^54[7-0],,,,,
v2^6v4^1[6-7],B,v2^6v4^1[6-7],112,13,59,6,,v1^1v3^3v4^1[7-4]+v1^1v2^10v3^1[7-3]+v1^4v2^9v3^1[7-3]+v1^54[7-0],,,,,
v2^7[6-12],B,v2^7[6-12],112,13,59,6,v1^6v2^8[7-5]+v1^50v2^1[7-0],,,,,,
v1^2v2^9v3^2[6-1],T,v1^2v2^9v3^1[7-3],112,18,59,6,v1^3v2^9v3^1[7-3]+v1^53[7-0]+v1^50v2^1[7-0],,,,,,
v1^5v2^10v3^1[6-2],B,v1^5v2^10v3^1[6-2],112,22,59,6,v1^6v2^8[7-5],,,,,,
v1^50v2^1[6-0],B,v1^50v2^1[6-0],112,57,59,6,v1^50v2^1[7-0],,,,,,
v1^53[6-0],T,v1^52[7-0],112,58,59,6,v1^53[7-0],,,,,,
v2^1v3^1[8-19],B,v2^1v3^1[8-19],112,10,60,8,v1^1v2^1[9-21]+v1^4v2^5v3^1[9-7],,,,,,
v1^1v2^1[8-23],T,v2^2[9-20],112,10,60,8,v1^4v2^5v3^1[9-7]+v1^52[9-0],,,,,,
v2^9[8-5],T,v2^3[9-19],112,11,60,8,v1^1v2^9v3^1[9-1]+v1^1v2^6v3^1[9-7]+v1^52[9-0],,,,,,
v1^1v3^2[8-15],B,v1^1v3^2[8-15],112,11,60,8,v1^52[9-0],,,,,,
v1^1v2^4v3^2[8-5],T,v1^1v2^2v3^3[9-4],112,14,60,8,v1^2v2^2v3^3[9-4],,,,,,
v2^7v3^2[8-2],B,v2^7v3^2[8-2],112,17,60,8,v1^1v2^6v3^1[9-7]+v1^52[9-0],,,,,,
v1^3v2^9[8-3],B,v1^3v2^9[8-3],112,20,60,8,v1^4v2^5v3^1[9-7]+v1^52[9-0],,,,,,
v1^6v2^7[8-5],B,v1^6v2^7[8-5],112,21,60,8,v1^52[9-0],,,,,,
v1^49v2^1[8-0],T,v1^48v2^1[9-0],112,57,60,8,v1^49v2^1[9-0]+v1^52[9-0],,,,,,
v1^52[8-0],B,v1^52[8-0],112,60,60,8,v1^52[9-0],,,,,,
v3^2v4^1[10-3],B,v3^2v4^1[10-3],112,13,61,10,,,,,,,
v1^1v2^3[10-14],T,v2^3[11-10],112,13,61,10,,,,,,,
v1^2v2^2v4^1[10-7],B,v1^2v2^2v4^1[10-7],112,15,61,10,,,,,,,
v1^1v2^5v3^1[10-7],T,v1^1v2^5[11-7],112,16,61,10,,,,,,,
v1^1v2^6v3^2[10-1],T,v1^1v2^6v3^1[11-3],112,18,61,10,,,,,,,
v1^1v2^8v3^1[10-2],B,v1^1v2^8v3^1[10-2],112,20,61,10,,,,,,,
v1^4v2^5v3^2[10-1],T,v1^4v2^5v3^1[11-3],112,20,61,10,,,,,,,
v1^48v2^1[10-0],B,v1^48v2^1[10-0],112,59,61,10,,,,,,,
v1^51[10-0],T,v1^50[11-0],112,60,61,10,,,,,,,
